name,place_id,RY,Monday F,Tuesday F,Wednesday F,Thursday F,Friday F,Saturday F,Sunday F,Total F,Conclusion,categories_yelp,types,geometry_location_lng,geometry_location_lat
Gtxpress,ChIJTbi_tT4EzkwRTZmj0ImHy4k,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Department Stores,"department store,supermarket,grocery or supermarket,electronics store,home goods store,food,point of interest,clothing store,store,establishment",-75.7255285,45.4032386
Markie’s Montreal Smoked Meat,ChIJtcqqoY8HzkwRMNkYwWAJcTM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7502326,45.3797606
Markie’s Montreal Smoked Meat,ChIJtcqqoY8HzkwRMNkYwWAJcTM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7502326,45.3797606
Lucky Fortune Chinese Food,ChIJTcSrmQMTzkwRM3qGUbBxOjE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Imported Food","restaurant,food,point of interest,establishment",-75.4554069,45.4713556
Lucky Fortune Chinese Food,ChIJTcSrmQMTzkwRM3qGUbBxOjE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Imported Food","restaurant,food,point of interest,establishment",-75.4554069,45.4713556
La Fiesta Latina,ChIJTcVuoaQFzkwRXNkpirGua64,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7027559,45.4129727
La Fiesta Latina,ChIJTcVuoaQFzkwRXNkpirGua64,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7027559,45.4129727
Country Place Chinese Restaurant,ChIJtd-215QHzkwRfY8NvGAJHgs,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.7193693,45.3270186
Country Place Chinese Restaurant,ChIJtd-215QHzkwRfY8NvGAJHgs,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.7193693,45.3270186
Tim Hortons,ChIJtd32nUAbzkwR4xOd5QU0a_4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.694048,45.476485
Tim Hortons,ChIJtd32nUAbzkwR4xOd5QU0a_4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.694048,45.476485
Tim Hortons,ChIJTdQU4qEAzkwRda1w4Y1Q1T4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.8211759,45.3274512
Tim Hortons,ChIJTdQU4qEAzkwRda1w4Y1Q1T4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.8211759,45.3274512
Big Dawg's Smokehouse,ChIJteaMwj3vzUwRakFqaTW8R2c,2020-05-25,0,-7.5,-7.5,-7.5,-7.5,-7,-7.5,-44.5,Closed Since Last Reference,NA,"restaurant,food,point of interest,establishment",-75.712898,45.129031
Big Dawg's Smokehouse,ChIJteaMwj3vzUwRakFqaTW8R2c,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.712898,45.129031
Rexall Drugstore,ChIJteEhVJ8GzkwRukQU43nfbXQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,beauty salon,convenience store,food,health,point of interest,store,establishment",-75.7403185,45.3861129
Rexall Drugstore,ChIJteEhVJ8GzkwRukQU43nfbXQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,beauty salon,convenience store,food,health,point of interest,store,establishment",-75.7403185,45.3861129
Jadeland,ChIJtem4p00EzkwREn6r5D3zVfc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Dim Sum,"restaurant,food,point of interest,establishment",-75.7045066,45.4121313
Jadeland,ChIJtem4p00EzkwREn6r5D3zVfc,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Dim Sum,"restaurant,food,point of interest,establishment",-75.7045066,45.4121313
McDonald's,ChIJTeoNfA0PzkwR2DXvJ0uXGoM,2020-05-25,-5,-5,-5,-5,-5,-5,-5,-35,Remained Open,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.6252771,45.404348
McDonald's,ChIJTeoNfA0PzkwR2DXvJ0uXGoM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.6252771,45.404348
Remedy'sRx - Kemptville Drug Mart,ChIJTf231ljrzUwRFT1ze7tO62Y,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6565067,45.018657
Remedy'sRx - Kemptville Drug Mart,ChIJTf231ljrzUwRFT1ze7tO62Y,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6565067,45.018657
Royal Thai & Palais Imperial Restaurant,ChIJtfGRnQIFzkwRVKhjTytWGW4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6913335,45.4292936
Royal Thai & Palais Imperial Restaurant,ChIJtfGRnQIFzkwRVKhjTytWGW4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6913335,45.4292936
Lyna Sushi,ChIJTQqtQoQazkwRnEyLCsGzNYU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Sushi Bars, Japanese","bar,restaurant,food,point of interest,establishment",-75.6544854,45.483871
Lyna Sushi,ChIJTQqtQoQazkwRnEyLCsGzNYU,2020-05-27,5.5,0.5,-0.5,-0.5,-1.5,-1.5,5.5,7.5,Remained Open,"Sushi Bars, Japanese","restaurant,food,point of interest,establishment",-75.6544854,45.483871
Couche-Tard,ChIJtQSDAVkDzkwRr3qsq93neYY,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"convenience store,atm,gas station,meal takeaway,finance,restaurant,food,point of interest,store,establishment",-75.7613244,45.4269802
Couche-Tard,ChIJtQSDAVkDzkwRr3qsq93neYY,2020-05-27,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.016666667,-0.116666667,Remained Open,NA,"convenience store,atm,gas station,meal takeaway,finance,restaurant,food,point of interest,store,establishment",-75.7613244,45.4269802
Pizza Heritage,ChIJtSAQWHMlVUARLD8YGGJG9Kg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8451879,45.3945844
Pizza Heritage,ChIJtSAQWHMlVUARLD8YGGJG9Kg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8451879,45.3945844
Jumbo Pizza,ChIJTSqZA0BqzkwR3V9BsNlmZiE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.2978335,45.5437406
Jumbo Pizza,ChIJTSqZA0BqzkwR3V9BsNlmZiE,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.2978335,45.5437406
Entreprises Super Seven,ChIJtSREskUbzkwR_D5FAOqxdUI,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7044978,45.4734815
Entreprises Super Seven,ChIJtSREskUbzkwR_D5FAOqxdUI,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7044978,45.4734815
Little Garden Restaurant,ChIJtSSUvuEOzkwRPk8n1WnKBSM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Breakfast & Brunch, Mediterranean","restaurant,food,point of interest,establishment",-75.6054865,45.3945962
Little Garden Restaurant,ChIJtSSUvuEOzkwRPk8n1WnKBSM,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Lebanese, Breakfast & Brunch, Mediterranean","restaurant,food,point of interest,establishment",-75.6054865,45.3945962
Gabriel Pizza Buckingham,ChIJtSSVhn8VzkwRxiBaOJZg9BY,2020-05-25,0,0,-4,0,0,0,0,-4,Remained Open,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.4100272,45.5756561
Gabriel Pizza Buckingham,ChIJtSSVhn8VzkwRxiBaOJZg9BY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.4100272,45.5756561
El Furniture Warehouse Ottawa,ChIJtStOgv0EzkwRrzFKMtBAHyw,2020-05-25,-15,-15,-15,-15,-15,-15,-15,-105,Closed Since Last Reference,"Bars, Comfort Food, American (Traditional)","bar,restaurant,food,point of interest,establishment",-75.6932271,45.4291525
El Furniture Warehouse Ottawa,ChIJtStOgv0EzkwRrzFKMtBAHyw,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Bars, Comfort Food, American (Traditional)","bar,restaurant,food,point of interest,establishment",-75.6932271,45.4291525
Crust & Crate Fast Fired Pizza Pub,ChIJtTEoicQPzkwR3xyRAflrCpo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Gastropubs","restaurant,food,point of interest,establishment",-75.6027389,45.4374472
Crust & Crate Fast Fired Pizza Pub,ChIJtTEoicQPzkwR3xyRAflrCpo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Gastropubs","restaurant,food,point of interest,establishment",-75.6027389,45.4374472
The Grand Pizzeria and Bar,ChIJTTwqPQIFzkwRWop8m7t8dLQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Italian, Pizza, Bars","bar,restaurant,food,point of interest,establishment",-75.6914392,45.4271458
The Grand Pizzeria and Bar,ChIJTTwqPQIFzkwRWop8m7t8dLQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Italian, Pizza, Bars","bar,restaurant,food,point of interest,establishment",-75.6914392,45.4271458
Booky,ChIJtTZHcUcHzkwR6KmuxMci0_s,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7686794,45.3731497
Booky,ChIJtTZHcUcHzkwR6KmuxMci0_s,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7686794,45.3731497
A&W Canada,ChIJtU1Dag8bzkwRKWvT5XFc_T0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Burgers, Fast Food","restaurant,food,point of interest,establishment",-75.676238,45.490068
A&W Canada,ChIJtU1Dag8bzkwRKWvT5XFc_T0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Burgers, Fast Food","restaurant,food,point of interest,establishment",-75.676238,45.490068
Starbucks,ChIJTU81baMAzkwRrm7IRBjD3Wo,2020-05-25,-6.5,-6.5,-6.5,-6.5,-7.5,-13.5,-12.5,-59.5,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.8194738,45.3282713
Starbucks,ChIJTU81baMAzkwRrm7IRBjD3Wo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.8194738,45.3282713
Café Vérité,ChIJtUaxOOwEzkwRQFEnIIE0WXU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.7093137,45.4369395
Café Vérité,ChIJtUaxOOwEzkwRQFEnIIE0WXU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.7093137,45.4369395
Bistro 19,ChIJtUROYS8CzkwRo0gdzStYJkI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8195101,45.4059401
Bistro 19,ChIJtUROYS8CzkwRo0gdzStYJkI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.8195101,45.4059401
Le Troquet,ChIJTV7fG_UEzkwRdfAu0tkkaeA,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Bistros,"restaurant,food,point of interest,establishment",-75.7164539,45.4268629
Le Troquet,ChIJTV7fG_UEzkwRdfAu0tkkaeA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Bistros,"restaurant,food,point of interest,establishment",-75.7164539,45.4268629
Beijing Legend,ChIJTVOFz6gIzkwRKsLNVp76YVU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.664576,45.37207
Beijing Legend,ChIJTVOFz6gIzkwRKsLNVp76YVU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.664576,45.37207
Bar le Whip,ChIJtVPysPMEzkwRUaV6kt9xJxs,2020-05-25,-16,-16,-16,-16,-16,-16,-16,-112,Closed Since Last Reference,Bars,"bar,point of interest,establishment",-75.7126843,45.4312646
Bar le Whip,ChIJtVPysPMEzkwRUaV6kt9xJxs,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Bars,"bar,point of interest,establishment",-75.7126843,45.4312646
Tim Hortons,ChIJtW67ETQCzkwRexp2cuygRUk,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,Cafes,"cafe,food,point of interest,establishment",-75.8079159,45.4137607
Tim Hortons,ChIJtW67ETQCzkwRexp2cuygRUk,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Cafes,"cafe,food,point of interest,establishment",-75.8079159,45.4137607
Stella Luna Gelato Cafe,ChIJTWDBSegFzkwRY7BxChRNobg,2020-05-25,0,0,4,4,4,4,4,20,Remained Open,"Ice Cream & Frozen Yogurt, Desserts, Cafes","cafe,restaurant,food,point of interest,store,establishment",-75.683104,45.393937
Stella Luna Gelato Cafe,ChIJTWDBSegFzkwRY7BxChRNobg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Ice Cream & Frozen Yogurt, Desserts, Cafes","cafe,restaurant,food,point of interest,store,establishment",-75.683104,45.393937
Mulligan's Grocery,ChIJTWg9GBbvzUwRM680Nswnb1s,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,liquor store,food,point of interest,store,establishment",-75.7165055,45.132396
Mulligan's Grocery,ChIJTWg9GBbvzUwRM680Nswnb1s,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,liquor store,food,point of interest,store,establishment",-75.7165055,45.132396
Kochu,ChIJtwGBCTYEzkwRySTVo4oKRUA,2020-05-25,0,0,0,-3.5,-6,-1,-1,-11.5,Remained Open,"Sushi Bars, Korean","restaurant,food,point of interest,establishment",-75.7119911,45.4042848
Kochu,ChIJtwGBCTYEzkwRySTVo4oKRUA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Sushi Bars, Korean","restaurant,food,point of interest,establishment",-75.7119911,45.4042848
Cafe La Brulerie,ChIJtwKTkocEzkwRaNdntd-29bo,2020-05-25,-2,-2,-2,-2,-2,0,-8,-18,Remained Open,Cafes,"cafe,grocery or supermarket,food,health,point of interest,store,establishment",-75.7335716,45.4278269
Cafe La Brulerie,ChIJtwKTkocEzkwRaNdntd-29bo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Cafes,"cafe,grocery or supermarket,food,health,point of interest,store,establishment",-75.7335716,45.4278269
Stella Luna Gelato Cafe Merrickville,ChIJTwPD01aRzUwRkJoxL-gIj1E,2020-05-25,0,0,0,0,0,2,2,4,Remained Open,"Cafes, Ice Cream & Frozen Yogurt, Waffles","cafe,restaurant,food,point of interest,store,establishment",-75.8356799,44.9163764
Stella Luna Gelato Cafe Merrickville,ChIJTwPD01aRzUwRkJoxL-gIj1E,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Cafes, Ice Cream & Frozen Yogurt, Waffles","cafe,restaurant,food,point of interest,store,establishment",-75.8356799,44.9163764
Little Turkish Village Dining Lounge,ChIJTWrvEJERzkwRdlOm449ereo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Turkish,"restaurant,food,point of interest,establishment",-75.5354748,45.4667006
Little Turkish Village Dining Lounge,ChIJTWrvEJERzkwRdlOm449ereo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Turkish,"restaurant,food,point of interest,establishment",-75.5354748,45.4667006
Café Mulligan,ChIJTWsrAPMBzkwRN07wKxgaaMo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Cafes,"cafe,restaurant,food,point of interest,store,establishment",-75.841195,45.395439
Café Mulligan,ChIJTWsrAPMBzkwRN07wKxgaaMo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Cafes,"cafe,restaurant,food,point of interest,store,establishment",-75.841195,45.395439
Wilf & Ada's,ChIJTWx9q7EFzkwREDIBIasJUBo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Diners, Breakfast & Brunch","cafe,restaurant,food,point of interest,store,establishment",-75.6926866,45.4102103
Wilf & Ada's,ChIJTWx9q7EFzkwREDIBIasJUBo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Diners, Breakfast & Brunch","cafe,restaurant,food,point of interest,store,establishment",-75.6926866,45.4102103
Gabriel Pizza,ChIJTX6KyAMFzkwRyRDqW4d0OfQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Salad, Chicken Wings","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6859079,45.4283927
Gabriel Pizza,ChIJTX6KyAMFzkwRyRDqW4d0OfQ,2020-05-27,0,0,-0.016666667,-0.016666667,0,0,0,-0.033333333,Remained Open,"Pizza, Salad, Chicken Wings","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.6859079,45.4283927
Starbucks,ChIJTXbug0ASzkwRQC7xRroGImw,2020-05-25,15.5,15.5,15.5,15.5,16.5,15.5,12.5,106.5,Opened Since Last Reference,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.4971784,45.4569446
Starbucks,ChIJTXbug0ASzkwRQC7xRroGImw,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.4971784,45.4569446
Rivera Pizza Buckingham,ChIJTxEY6ZoVzkwRR9nqcIzoP08,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.4249758,45.5686982
Rivera Pizza Buckingham,ChIJTxEY6ZoVzkwRR9nqcIzoP08,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.4249758,45.5686982
The Table Vegetarian Restaurant,ChIJtXgebT0EzkwRDEPuMaybZTA,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Vegetarian, Gluten-Free, Salad","restaurant,food,point of interest,establishment",-75.731624,45.3996884
The Table Vegetarian Restaurant,ChIJtXgebT0EzkwRDEPuMaybZTA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Vegetarian, Gluten-Free, Salad","restaurant,food,point of interest,establishment",-75.731624,45.3996884
Cozmos Souvlaki,ChIJTxjMIVsHzkwRqxUIxQaGSmY,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Greek,"restaurant,food,point of interest,establishment",-75.7799557,45.3262109
Cozmos Souvlaki,ChIJTxjMIVsHzkwRqxUIxQaGSmY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Greek,"restaurant,food,point of interest,establishment",-75.7799557,45.3262109
My Thai Village,ChIJTXTEWp__zUwRZjIzK8BzABo,2020-05-25,-2,-2,-2,-2,-2,-2,-2,-14,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.8879542,45.2974235
My Thai Village,ChIJTXTEWp__zUwRZjIzK8BzABo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.8879542,45.2974235
Bar Laitier Le Twist,ChIJTxW7uzo-zkwRNq3JAb_FV_4,2020-05-25,9,9,9,9,9,9,9,63,Opened Since Last Reference,NA,"restaurant,food,point of interest,establishment",-75.417331,45.589302
Bar Laitier Le Twist,ChIJTxW7uzo-zkwRNq3JAb_FV_4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.417331,45.589302
Bistro Alégria / Fusion Latino,ChIJTY4USlkFzkwRixsF4uasmZ0,2020-05-25,0,0,0,-4,0,0,3,-1,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7181985,45.4252475
Bistro Alégria / Fusion Latino,ChIJTY4USlkFzkwRixsF4uasmZ0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7181985,45.4252475
Sansotei Ramen,ChIJTYMbsJwHzkwRUsFGhuXIoBA,2020-05-25,0,-4.5,-4.5,-4.5,-1,-1,-4.5,-20,Remained Open,Ramen,"restaurant,food,point of interest,establishment",-75.7360705,45.3559067
Sansotei Ramen,ChIJTYMbsJwHzkwRUsFGhuXIoBA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Ramen,"restaurant,food,point of interest,establishment",-75.7360705,45.3559067
Red Lobster,ChIJtYoWc3YPzkwRgUKPMsMU7tg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Seafood, American (Traditional)","bar,restaurant,food,point of interest,establishment",-75.630525,45.41274
Red Lobster,ChIJtYoWc3YPzkwRgUKPMsMU7tg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Seafood, American (Traditional)","bar,restaurant,food,point of interest,establishment",-75.630525,45.41274
Wild Wing,ChIJtYXRrhsSzkwRU1tvzZ8aAqo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chicken Wings,"restaurant,food,point of interest,establishment",-75.517661,45.450265
Wild Wing,ChIJtYXRrhsSzkwRU1tvzZ8aAqo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chicken Wings,"restaurant,food,point of interest,establishment",-75.517661,45.450265
Metro,ChIJTZ374938zUwRLowMQPONC1A,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7212371,45.2745323
Metro,ChIJTZ374938zUwRLowMQPONC1A,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.7212371,45.2745323
"Aulde Dubliner & Pour House - ByWard Market, Ottawa ON",ChIJTZABIwIFzkwR-T2FWcHUN2k,2020-05-25,-15,-15,-15,-15,-15,-17.5,-17.5,-110,Closed Since Last Reference,Irish Pub,"bar,restaurant,food,point of interest,establishment",-75.6916667,45.4269444
"Aulde Dubliner & Pour House - ByWard Market, Ottawa ON",ChIJTZABIwIFzkwR-T2FWcHUN2k,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Irish Pub,"bar,restaurant,food,point of interest,establishment",-75.6916667,45.4269444
Main Street Pizza,ChIJtZb3pg9qzkwRI05gBYlFSY4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.2813167,45.5536745
Main Street Pizza,ChIJtZb3pg9qzkwRI05gBYlFSY4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.2813167,45.5536745
Pizza Pizza,ChIJtzKlqT0EzkwRAz7LDSvjCps,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.730344,45.4005461
Pizza Pizza,ChIJtzKlqT0EzkwRAz7LDSvjCps,2020-05-27,-0.016666667,-0.016666667,-0.016666667,-0.016666667,0,0,-0.016666667,-0.083333333,Remained Open,"Pizza, Pizza, Pizza","meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.730344,45.4005461
Subway,ChIJTZovcT0OzkwROLdW2c1Xq_g,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.5627137,45.4318269
Subway,ChIJTZovcT0OzkwROLdW2c1Xq_g,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.5627137,45.4318269
Khao Yum Thai Restaurant,ChIJTzswHHrkzUwRo43UJtVKofI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6832182,45.224024
Khao Yum Thai Restaurant,ChIJTzswHHrkzUwRo43UJtVKofI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6832182,45.224024
Le Grill 309,ChIJTZuSyvHVz0wRXzVT0x7_qOU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.603773,45.9008453
Le Grill 309,ChIJTZuSyvHVz0wRXzVT0x7_qOU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.603773,45.9008453
Chez Renaud,ChIJTzwB4ZvX0UwROrIUJDpkaRc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7096329,45.785283
Chez Renaud,ChIJTzwB4ZvX0UwROrIUJDpkaRc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7096329,45.785283
Tim Hortons,ChIJu-EYrU8PzkwRQTFvzVG_93k,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,NA,"cafe,food,point of interest,establishment",-75.6462383,45.4021431
Tim Hortons,ChIJu-EYrU8PzkwRQTFvzVG_93k,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"cafe,food,point of interest,establishment",-75.6462383,45.4021431
Brittany Grocery,ChIJu-SFnU8FzkwRNXhGukJXuzY,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.6487667,45.4456361
Brittany Grocery,ChIJu-SFnU8FzkwRNXhGukJXuzY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"grocery or supermarket,supermarket,food,point of interest,store,establishment",-75.6487667,45.4456361
Legion 616,ChIJu_CnB7Tx0UwRH_rd31Ws8u4,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"bar,point of interest,establishment",-76.0799316,45.4853873
Legion 616,ChIJu_CnB7Tx0UwRH_rd31Ws8u4,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"bar,point of interest,establishment",-76.0799316,45.4853873
Golden Palace Restaurant,ChIJU_JaYssGzkwRgmCF8fX26wc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.7716904,45.3699455
Golden Palace Restaurant,ChIJU_JaYssGzkwRgmCF8fX26wc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.7716904,45.3699455
Eshmun Pharmachoice,ChIJu_KdirsHzkwRuX1vcFnt8s4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,hospital,doctor,health,point of interest,store,establishment",-75.723082,45.334717
Eshmun Pharmachoice,ChIJu_KdirsHzkwRuX1vcFnt8s4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,hospital,doctor,health,point of interest,store,establishment",-75.723082,45.334717
